a,sku,a,a,_store,_attribute_set,_type,category_ids,_product_websites,astro_rating,carat_weight,certification,j_colour,colour,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,cut,description,dimensions,dimensions_rounded,dimension_length,dimension_type,dispatch_days,enable_googlecheckout,gallery,gemstone,gem_composition,gem_optical_properties,gem_trade_name_config,gem_variety_config,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,metal,metal_config,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,origin,origin_region,page_layout,price,price_per_carat,price_suffix,product_type,quality_config_gem,required_options,return_policy,shape,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,treatment,updated_at,url_key,url_path,vendor,vendor_id,visibility,vtiger_id,vtiger_type,weight_carat,weight,weight_config_gem,weight_ratti,weight_ratti_type_price,google_product_taxonomy,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,weight_sort1,google_shopping_image,weight_grams,allow_checkout_discounts,offers,offer_type,name2,description2,gemstone2,name3,google_colour,age_group,gender,unique_product_identifier,j_center_gemstone,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,callfor,cutting_style,gemstone3,round_of_ratti,hsn_code,shipping_days,sku_for_vendor_product,invoice_id,stickers,classification,call_for_price_text,gemstone2_type,price_range,price_per_carat_range,gemstone_benifits_new,approx_weight_range,specific_gravity,refractive_index,catalog_uploaded_by,calibrated_size_range,product_category_type
133152,GP159134,/g/p/gp159134-1-220426.jpg,gp159134-220426.mp4,admin,Gemstones,simple,,base,,5.03,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 5.03 carat In Triangular shape,12.19x11.54x6.74 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 5.03 Carats (GP159134) from Italy,,,use config,use config,Red Coral - 5.03 Carats,22-Apr-26,,Block after Info Column,Italy,,,11900,2366,,Single Stone,,0,10 Day Money-Back Returns*,Triangular,Natural Red Coral weighing 5.03 carat (5.59 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159134,red-coral-gp159134,GP,133152,4,,Products,5.03,0.15,,5.59,5.59,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,503,,1.01,No,Express Dispatch,Loose Gemstone,5.03 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (5.59 ratti),"Buy Natural Red Coral - Italy (Triangular) 5.03 for sale online, weighing carats (roughly 5.59 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (5.03 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Triangular),5.03 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (5.59 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Triangular)-Cabochon-Non Calibrated,5.5,96019040,0,GP159134,5843a,,Red Coral,,3 - Semi-Precious,11500,2000,"Deaddiction, Remove Negativity",5,2.7,1.550 Spot,Umesh,,MP
133153,GP159135,/g/p/gp159135-1-220426.jpg,gp159135-220426.mp4,admin,Gemstones,simple,,base,,6.71,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 6.71 carat In Cylinder shape,16.82x6.80x6.17 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 6.71 Carats (GP159135) from Italy,,,use config,use config,Red Coral - 6.71 Carats,22-Apr-26,,Block after Info Column,Italy,,,12300,1833,,Single Stone,,0,10 Day Money-Back Returns*,Cylinder,Natural Red Coral weighing 6.71 carat (7.46 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159135,red-coral-gp159135,GP,133153,4,,Products,6.71,0.15,,7.46,7.46,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,671,,1.34,No,Express Dispatch,Loose Gemstone,6.71 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (7.46 ratti),"Buy Natural Red Coral - Italy (Cylinder) 6.71 for sale online, weighing carats (roughly 7.46 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (6.71 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Cylinder),6.71 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (7.46 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Cylinder)-Cabochon-Non Calibrated,7.25,96019040,0,GP159135,5843b,,Red Coral,,3 - Semi-Precious,12000,1500,"Deaddiction, Remove Negativity",6.5,2.7,1.550 Spot,Umesh,,MP
133154,GP159136,/g/p/gp159136-1-220426.jpg,gp159136-220426.mp4,admin,Gemstones,simple,,base,,6.44,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 6.44 carat In Cylinder shape,15.86x7.30x5.86 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 6.44 Carats (GP159136) from Italy,,,use config,use config,Red Coral - 6.44 Carats,22-Apr-26,,Block after Info Column,Italy,,,9500,1475,,Single Stone,,0,10 Day Money-Back Returns*,Cylinder,Natural Red Coral weighing 6.44 carat (7.16 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159136,red-coral-gp159136,GP,133154,4,,Products,6.44,0.15,,7.16,7.16,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,644,,1.29,No,Express Dispatch,Loose Gemstone,6.44 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (7.16 ratti),"Buy Natural Red Coral - Italy (Cylinder) 6.44 for sale online, weighing carats (roughly 7.16 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (6.44 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Cylinder),6.44 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (7.16 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Cylinder)-Cabochon-Non Calibrated,7,96019040,0,GP159136,5843b,,Red Coral,,3 - Semi-Precious,9500,1000,"Inspires Creativity, improves Health",6.25,2.7,1.550 Spot,Umesh,,MP
133155,GP159137,/g/p/gp159137-1-220426.jpg,gp159137-220426.mp4,admin,Gemstones,simple,,base,,6.43,AGR Certified,Red,Red,,,22-Apr-26,,,,,Cabochon,Natural Red Coral weighing 6.43 carat In Cylinder shape,16.92x7.30x5.68 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Red Coral,Natural,Not Applicable,Red Coral,,,0,,,,,,Unknown,,,Natural Red Coral - 6.43 Carats (GP159137) from Italy,,,use config,use config,Red Coral - 6.43 Carats,22-Apr-26,,Block after Info Column,Italy,,,11800,1835,,Single Stone,,0,10 Day Money-Back Returns*,Cylinder,Natural Red Coral weighing 6.43 carat (7.14 ratti) from Italy,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,red-coral-gp159137,red-coral-gp159137,GP,133155,4,,Products,6.43,0.15,,7.14,7.14,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,643,,1.29,No,Express Dispatch,Loose Gemstone,6.43 ct Red Coral Natural Original Top Quality Lab Certified Gemstone of carat (7.14 ratti),"Buy Natural Red Coral - Italy (Cylinder) 6.43 for sale online, weighing carats (roughly 7.14 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (6.43 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Red Coral - Italy (Cylinder),6.43 ct Certified Red Coral - Unheated and Untreated Natural Top Quality Gemstone weighing carat (7.14 ratti),Red,adult,unisex,FALSE,,,,,,,,,,,,,Cabochon,Red Coral - Italy (Cylinder)-Cabochon-Non Calibrated,7,96019040,0,GP159137,5843b,,Red Coral,,3 - Semi-Precious,11500,1500,"Inspires Creativity, improves Health",6.25,2.7,1.550 Spot,Umesh,,MP
133018,GP159100,/g/p/gp159100-1-220426.jpg,gp159100-220426.mp4,admin,Gemstones,simple,,base,,7.49,ITLGR Certified,Green,Green,,,22-Apr-26,,,,,Faceted,Natural Emerald weighing 7.49 carat In Oval shape,14.95x12.22x5.11 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Emerald,Natural,Not Applicable,Emerald,,,0,,,,,,Unknown,,,Natural Emerald - 7.49 Carats (GP159100) from Zambia,,,use config,use config,Emerald - 7.49 Carats,22-Apr-26,,Block after Info Column,Zambia,,,31500,4206,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Emerald weighing 7.49 carat (8.32 ratti) from Zambia,,,,,,2,2,,,Unheated and Untreated (Oiling Only),22-Apr-26,emerald-gp159100,emerald-gp159100,GP,133018,4,,Products,7.49,0.15,,8.32,8.32,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,749,,1.5,No,Express Dispatch,Loose Gemstone,7.49 ct Emerald Natural Original Top Quality Lab Certified Gemstone of carat (8.32 ratti),"Buy Natural Emerald - Zambia 7.49 for sale online, weighing carats (roughly 8.32 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (7.49 carat). has many benefits. This gem stated to Unheated (Oiling). value good considering properties effects. certified photos, video lab certificate are available on our online store.",Emerald - Zambia,7.49 ct Certified Emerald - Unheated (Oiling) Natural Top Quality Gemstone weighing carat (8.32 ratti),Green,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Emerald - Zambia-Faceted-Non Calibrated,8.25,71039130,0,GP159100,5828a,,Emerald,,2 - Mid-Precious,31500,4000,,7.25,2.72,1.580 - 1.590,Umesh,,MP
133019,GP159101,/g/p/gp159101-1-220426.jpg,gp159101-220426.mp4,admin,Gemstones,simple,,base,,4.13,ITLGR Certified,Green,Green,,,22-Apr-26,,,,,Faceted,Natural Emerald weighing 4.13 carat In Oval shape,11.35x9.16x5.90 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Emerald,Natural,Not Applicable,Emerald,,,0,,,,,,Unknown,,,Natural Emerald - 4.13 Carats (GP159101) from Zambia,,,use config,use config,Emerald - 4.13 Carats,22-Apr-26,,Block after Info Column,Zambia,,,6600,1598,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Emerald weighing 4.13 carat (4.59 ratti) from Zambia,,,,,,2,2,,,Unheated and Untreated (Oiling Only),22-Apr-26,emerald-gp159101,emerald-gp159101,GP,133019,4,,Products,4.13,0.15,,4.59,4.59,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,413,,0.83,No,Express Dispatch,Loose Gemstone,4.13 ct Emerald Natural Original Top Quality Lab Certified Gemstone of carat (4.59 ratti),"Buy Natural Emerald - Zambia 4.13 for sale online, weighing carats (roughly 4.59 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (4.13 carat). has many benefits. This gem stated to Unheated (Oiling). value good considering properties effects. certified photos, video lab certificate are available on our online store.",Emerald - Zambia,4.13 ct Certified Emerald - Unheated (Oiling) Natural Top Quality Gemstone weighing carat (4.59 ratti),Green,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Emerald - Zambia-Faceted-Non Calibrated,4.5,71039130,0,GP159101,5828a,,Emerald,,2 - Mid-Precious,6500,1500,,4,2.72,1.580 - 1.590,Umesh,,MP
133027,GP159102,/g/p/gp159102-1-220426.jpg,gp159102-220426.mp4,admin,Gemstones,simple,,base,,4.08,ITLGR Certified,Green,Green,,,22-Apr-26,,,,,Faceted,Natural Emerald weighing 4.08 carat In Oval shape,11.65x9.05x5.29 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Emerald,Natural,Not Applicable,Emerald,,,0,,,,,,Unknown,,,Natural Emerald - 4.08 Carats (GP159102) from Zambia,,,use config,use config,Emerald - 4.08 Carats,22-Apr-26,,Block after Info Column,Zambia,,,11500,2819,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Emerald weighing 4.08 carat (4.53 ratti) from Zambia,,,,,,2,2,,,Unheated and Untreated (Oiling Only),22-Apr-26,emerald-gp159102,emerald-gp159102,GP,133027,4,,Products,4.08,0.15,,4.53,4.53,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,408,,0.82,No,Express Dispatch,Loose Gemstone,4.08 ct Emerald Natural Original Top Quality Lab Certified Gemstone of carat (4.53 ratti),"Buy Natural Emerald - Zambia 4.08 for sale online, weighing carats (roughly 4.53 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (4.08 carat). has many benefits. This gem stated to Unheated (Oiling). value good considering properties effects. certified photos, video lab certificate are available on our online store.",Emerald - Zambia,4.08 ct Certified Emerald - Unheated (Oiling) Natural Top Quality Gemstone weighing carat (4.53 ratti),Green,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Emerald - Zambia-Faceted-Non Calibrated,4.5,71039130,0,GP159102,5828a,,Emerald,,2 - Mid-Precious,11500,2500,,4,2.72,1.580 - 1.590,Umesh,,MP
133028,GP159103,/g/p/gp159103-1-220426.jpg,gp159103-220426.mp4,admin,Gemstones,simple,,base,,3.67,ITLGR Certified,Green,Green,,,22-Apr-26,,,,,Faceted,Natural Emerald weighing 3.67 carat In Oval shape,11.41x8.84x5.16 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Emerald,Natural,Not Applicable,Emerald,,,0,,,,,,Unknown,,,Natural Emerald - 3.67 Carats (GP159103) from Zambia,,,use config,use config,Emerald - 3.67 Carats,22-Apr-26,,Block after Info Column,Zambia,,,14000,3815,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Emerald weighing 3.67 carat (4.08 ratti) from Zambia,,,,,,2,2,,,Unheated and Untreated (Oiling Only),22-Apr-26,emerald-gp159103,emerald-gp159103,GP,133028,4,,Products,3.67,0.15,,4.08,4.08,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,367,,0.73,No,Express Dispatch,Loose Gemstone,3.67 ct Emerald Natural Original Top Quality Lab Certified Gemstone of carat (4.08 ratti),"Buy Natural Emerald - Zambia 3.67 for sale online, weighing carats (roughly 4.08 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (3.67 carat). has many benefits. This gem stated to Unheated (Oiling). value good considering properties effects. certified photos, video lab certificate are available on our online store.",Emerald - Zambia,3.67 ct Certified Emerald - Unheated (Oiling) Natural Top Quality Gemstone weighing carat (4.08 ratti),Green,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Emerald - Zambia-Faceted-Non Calibrated,4,71039130,0,GP159103,5828a,,Emerald,,2 - Mid-Precious,14000,3500,,3.5,2.72,1.580 - 1.590,Umesh,,MP
133038,GP159104,/g/p/gp159104-1-220426.jpg,gp159104-220426.mp4,admin,Gemstones,simple,,base,,0.91,ITLGR Certified,White,White,,,22-Apr-26,,,,,Faceted,Natural White Sapphire weighing 0.91 carat In Octagonal shape,6.04x4.74x2.90 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,White Sapphire,Natural,Not Applicable,White Sapphire,,,0,,,,,,Unknown,,,Natural White Sapphire - 0.91 Carats (GP159104) from Sri Lanka (Ceylon),,,use config,use config,White Sapphire - 0.91 Carats,22-Apr-26,,Block after Info Column,Sri Lanka (Ceylon),,,32600,35824,,Single Stone,,0,10 Day Money-Back Returns*,Octagonal,Natural White Sapphire weighing 0.91 carat (1.01 ratti) from Sri Lanka (Ceylon),,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,white-sapphire-gp159104,white-sapphire-gp159104,GP,133038,4,,Products,0.91,0.15,,1.01,1.01,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,91,,0.18,No,Express Dispatch,Loose Gemstone,0.91 ct White Sapphire Natural Original Top Quality Lab Certified Gemstone of carat (1.01 ratti),"Buy Natural White Sapphire - Sri Lanka 0.91 for sale online, weighing carats (roughly 1.01 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (0.91 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",White Sapphire - Sri Lanka,0.91 ct Certified White Sapphire - Unheated and Untreated Natural Top Quality Gemstone weighing carat (1.01 ratti),White,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,White Sapphire - Sri Lanka-Faceted-Non Calibrated,1,71039120,0,GP159104,5836a,,White Sapphire,,1 - Precious,32500,35500,,0.75,4,1.760 - 1.770,Umesh,,MP
133039,GP159105,/g/p/gp159105-1-220426.jpg,gp159105-220426.mp4,admin,Gemstones,simple,,base,,1.23,ITLGR Certified,White,White,,,22-Apr-26,,,,,Faceted,Natural White Sapphire weighing 1.23 carat In Octagonal shape,7.02x5.39x3.08 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,White Sapphire,Natural,Not Applicable,White Sapphire,,,0,,,,,,Unknown,,,Natural White Sapphire - 1.23 Carats (GP159105) from Sri Lanka (Ceylon),,,use config,use config,White Sapphire - 1.23 Carats,22-Apr-26,,Block after Info Column,Sri Lanka (Ceylon),,,33700,27398,,Single Stone,,0,10 Day Money-Back Returns*,Octagonal,Natural White Sapphire weighing 1.23 carat (1.37 ratti) from Sri Lanka (Ceylon),,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,white-sapphire-gp159105,white-sapphire-gp159105,GP,133039,4,,Products,1.23,0.15,,1.37,1.37,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,123,,0.25,No,Express Dispatch,Loose Gemstone,1.23 ct White Sapphire Natural Original Top Quality Lab Certified Gemstone of carat (1.37 ratti),"Buy Natural White Sapphire - Sri Lanka 1.23 for sale online, weighing carats (roughly 1.37 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.23 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",White Sapphire - Sri Lanka,1.23 ct Certified White Sapphire - Unheated and Untreated Natural Top Quality Gemstone weighing carat (1.37 ratti),White,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,White Sapphire - Sri Lanka-Faceted-Non Calibrated,1.25,71039120,0,GP159105,5836a,,White Sapphire,,3 - Semi-Precious,33500,27000,,1,4,1.760 - 1.770,Umesh,,MP
133117,GP159108,/g/p/gp159108-1-220426.jpg,gp159108-220426.mp4,admin,Gemstones,simple,,base,,1.53,ITLGR Certified,Yellow,Yellow,,,22-Apr-26,,,,,Faceted,Natural Citrine weighing 1.53 carat In Oval shape,8.76x6.89x4.31 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Citrine,Natural,Not Applicable,Citrine,,,0,,,,,,Unknown,,,Natural Citrine 9x7 MM - 1.53 Carats (GP159108) from Brazil,,,use config,use config,Citrine 9x7 MM - 1.53 Carats,22-Apr-26,,Block after Info Column,Brazil,,,2300,1503,,Single Stone,,0,10 Day Money-Back Returns*,Oval,Natural Citrine weighing 1.53 carat (1.7 ratti) from Brazil,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,citrine-gp159108,citrine-gp159108,GP,133117,4,,Products,1.53,0.15,,1.7,1.7,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,153,,0.31,No,Express Dispatch,Loose Gemstone,1.53 ct Citrine Natural Original Top Quality Lab Certified Gemstone of carat (1.7 ratti),"Buy Natural Citrine - All 1.53 for sale online, weighing carats (roughly 1.7 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.53 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Citrine - All,1.53 ct Certified Citrine - Unheated and Untreated Natural Top Quality Gemstone weighing carat (1.7 ratti),Yellow,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Citrine - All-Faceted-Calibrated,1.5,71039949,0,GP159108,5835c,,Citrine,,3 - Semi-Precious,2000,1500,,1.5,2.65,1.540 - 1.550,Umesh,9x7,MP
133118,GP159109,/g/p/gp159109-1-220426.jpg,gp159109-220426.mp4,admin,Gemstones,simple,,base,,3.69,ITLGR Certified,Yellow,Yellow,,,22-Apr-26,,,,,Faceted,Natural Citrine weighing 3.69 carat In Cushion shape,9.79x9.75x6.01 mm,,,Not Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Citrine,Natural,Not Applicable,Citrine,,,0,,,,,,Unknown,,,Natural Citrine - 3.69 Carats (GP159109) from Brazil,,,use config,use config,Citrine - 3.69 Carats,22-Apr-26,,Block after Info Column,Brazil,,,3700,1003,,Single Stone,,0,10 Day Money-Back Returns*,Cushion,Natural Citrine weighing 3.69 carat (4.1 ratti) from Brazil,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,citrine-gp159109,citrine-gp159109,GP,133118,4,,Products,3.69,0.15,,4.1,4.1,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,369,,0.74,No,Express Dispatch,Loose Gemstone,3.69 ct Citrine Natural Original Top Quality Lab Certified Gemstone of carat (4.1 ratti),"Buy Natural Citrine - All 3.69 for sale online, weighing carats (roughly 4.1 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (3.69 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Citrine - All,3.69 ct Certified Citrine - Unheated and Untreated Natural Top Quality Gemstone weighing carat (4.1 ratti),Yellow,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Citrine - All-Faceted-Non Calibrated,4,71039949,0,GP159109,5835c,,Citrine,,2 - Mid-Precious,3500,1000,Improves Leadership Qualities,3.5,2.65,1.540 - 1.550,Umesh,,MP
133119,GP159110,/g/p/gp159110-1-220426.jpg,gp159110-220426.mp4,admin,Gemstones,simple,,base,,3.22,ITLGR Certified,Yellow,Yellow,,,22-Apr-26,,,,,Faceted,Natural Citrine weighing 3.22 carat In Round shape,9.83x9.71x6.26 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Citrine,Natural,Not Applicable,Citrine,,,0,,,,,,Unknown,,,Natural Citrine 10 MM - 3.22 Carats (GP159110) from Brazil,,,use config,use config,Citrine 10 MM - 3.22 Carats,22-Apr-26,,Block after Info Column,Brazil,,,4500,1398,,Single Stone,,0,10 Day Money-Back Returns*,Round,Natural Citrine weighing 3.22 carat (3.58 ratti) from Brazil,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,citrine-gp159110,citrine-gp159110,GP,133119,4,,Products,3.22,0.15,,3.58,3.58,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,322,,0.64,No,Express Dispatch,Loose Gemstone,3.22 ct Citrine Natural Original Top Quality Lab Certified Gemstone of carat (3.58 ratti),"Buy Natural Citrine - All 3.22 for sale online, weighing carats (roughly 3.58 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (3.22 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Citrine - All,3.22 ct Certified Citrine - Unheated and Untreated Natural Top Quality Gemstone weighing carat (3.58 ratti),Yellow,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Citrine - All-Faceted-Calibrated,3.5,71039949,0,GP159110,5835c,,Citrine,,2 - Mid-Precious,4500,1000,Improves Leadership Qualities,3,2.65,1.540 - 1.550,Umesh,10,MP
133120,GP159111,/g/p/gp159111-1-220426.jpg,gp159111-220426.mp4,admin,Gemstones,simple,,base,,1.68,ITLGR Certified,Yellow,Yellow,,,22-Apr-26,,,,,Faceted,Natural Citrine weighing 1.68 carat In Round shape,8.04x7.93x5.00 mm,,,Calibrated,0 Business Days (+5 days for typical Jewellery; +14 days for Bracelet/Gold/CZ/Diamond Items),,,Citrine,Natural,Not Applicable,Citrine,,,0,,,,,,Unknown,,,Natural Citrine 8 MM - 1.68 Carats (GP159111) from Brazil,,,use config,use config,Citrine 8 MM - 1.68 Carats,22-Apr-26,,Block after Info Column,Brazil,,,3350,1994,,Single Stone,,0,10 Day Money-Back Returns*,Round,Natural Citrine weighing 1.68 carat (1.87 ratti) from Brazil,,,,,,2,2,,,Unheated and Untreated (No Indications Observed),22-Apr-26,citrine-gp159111,citrine-gp159111,GP,133120,4,,Products,1.68,0.15,,1.87,1.87,Apparel & Accessories > Jewelry > Loose Stones,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,168,,0.34,No,Express Dispatch,Loose Gemstone,1.68 ct Citrine Natural Original Top Quality Lab Certified Gemstone of carat (1.87 ratti),"Buy Natural Citrine - All 1.68 for sale online, weighing carats (roughly 1.87 ratti). The cost price of the stone is provided and its per carat can be calculated by dividing weight (1.68 carat). has many benefits. This gem stated to Unheated Untreated. value good considering properties effects. certified photos, video lab certificate are available on our online store.",Citrine - All,1.68 ct Certified Citrine - Unheated and Untreated Natural Top Quality Gemstone weighing carat (1.87 ratti),Yellow,adult,unisex,FALSE,,,,,,,,,,,,,Faceted,Citrine - All-Faceted-Calibrated,1.75,71039949,0,GP159111,5835c,,Citrine,,2 - Mid-Precious,3000,1500,Improves Leadership Qualities,1.5,2.65,1.540 - 1.550,Umesh,8,MP
